127.0.0.1 - - [11/Apr/2020:08:14:37 -0300] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:37:06 -0300] "POST /Farmacia/faces/pages/products.xhtml HTTP/1.1" 200 24018
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:37:17 -0300] "GET /Farmacia/faces/pages/providers.xhtml HTTP/1.1" 200 23918
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:37:19 -0300] "POST /Farmacia/faces/pages/providers.xhtml HTTP/1.1" 200 422
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:37:20 -0300] "POST /Farmacia/faces/pages/providers.xhtml HTTP/1.1" 200 210
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:37:21 -0300] "POST /Farmacia/faces/pages/providers.xhtml HTTP/1.1" 200 422
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:37:22 -0300] "POST /Farmacia/faces/pages/providers.xhtml HTTP/1.1" 200 8783
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:37:23 -0300] "POST /Farmacia/faces/pages/providers.xhtml HTTP/1.1" 200 422
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:37:24 -0300] "POST /Farmacia/faces/pages/providers.xhtml HTTP/1.1" 200 7183
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:44:57 -0300] "GET /Farmacia/ HTTP/1.1" 200 7649
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:45:03 -0300] "GET /Farmacia/faces/pages/providers.xhtml HTTP/1.1" 200 20795
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:45:04 -0300] "POST /Farmacia/faces/pages/providers.xhtml HTTP/1.1" 200 500
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:45:05 -0300] "POST /Farmacia/faces/pages/providers.xhtml HTTP/1.1" 500 4511
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:45:20 -0300] "GET /Farmacia/ HTTP/1.1" 200 7647
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:45:25 -0300] "GET /Farmacia/ HTTP/1.1" 200 7649
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:45:28 -0300] "GET /Farmacia/faces/pages/providers.xhtml HTTP/1.1" 200 20795
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:45:29 -0300] "POST /Farmacia/faces/pages/providers.xhtml HTTP/1.1" 200 500
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:45:29 -0300] "POST /Farmacia/faces/pages/providers.xhtml HTTP/1.1" 500 4511
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:46:29 -0300] "GET /Farmacia/ HTTP/1.1" 200 7647
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:46:32 -0300] "GET /Farmacia/faces/pages/providers.xhtml HTTP/1.1" 200 20799
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:46:34 -0300] "POST /Farmacia/faces/pages/providers.xhtml HTTP/1.1" 200 501
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:46:34 -0300] "POST /Farmacia/faces/pages/providers.xhtml HTTP/1.1" 500 4511
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:46:57 -0300] "GET /Farmacia/faces/pages/providers.xhtml HTTP/1.1" 200 20790
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:46:59 -0300] "POST /Farmacia/faces/pages/providers.xhtml HTTP/1.1" 200 501
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:47:00 -0300] "POST /Farmacia/faces/pages/providers.xhtml HTTP/1.1" 200 7268
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:47:01 -0300] "POST /Farmacia/faces/pages/providers.xhtml HTTP/1.1" 200 7268
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:47:01 -0300] "POST /Farmacia/faces/pages/providers.xhtml HTTP/1.1" 200 7268
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:47:03 -0300] "POST /Farmacia/faces/pages/providers.xhtml HTTP/1.1" 200 7268
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:47:03 -0300] "POST /Farmacia/faces/pages/providers.xhtml HTTP/1.1" 200 7268
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:47:03 -0300] "POST /Farmacia/faces/pages/providers.xhtml HTTP/1.1" 200 7268
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:47:03 -0300] "POST /Farmacia/faces/pages/providers.xhtml HTTP/1.1" 200 7268
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:47:03 -0300] "POST /Farmacia/faces/pages/providers.xhtml HTTP/1.1" 200 7268
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:47:04 -0300] "POST /Farmacia/faces/pages/providers.xhtml HTTP/1.1" 200 7268
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:47:04 -0300] "POST /Farmacia/faces/pages/providers.xhtml HTTP/1.1" 200 7268
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:47:05 -0300] "POST /Farmacia/faces/pages/providers.xhtml HTTP/1.1" 200 286
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:47:07 -0300] "GET /Farmacia/faces/pages/products.xhtml HTTP/1.1" 200 23749
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:47:07 -0300] "POST /Farmacia/faces/pages/products.xhtml HTTP/1.1" 200 1322
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:47:08 -0300] "POST /Farmacia/faces/pages/products.xhtml HTTP/1.1" 200 24019
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:47:11 -0300] "POST /Farmacia/faces/pages/products.xhtml HTTP/1.1" 200 1323
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:47:12 -0300] "POST /Farmacia/faces/pages/products.xhtml HTTP/1.1" 200 286
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:47:13 -0300] "POST /Farmacia/faces/pages/products.xhtml HTTP/1.1" 200 1323
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:47:16 -0300] "POST /Farmacia/faces/pages/products.xhtml HTTP/1.1" 200 24014
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:47:55 -0300] "POST /Farmacia/faces/pages/products.xhtml HTTP/1.1" 200 1322
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:47:56 -0300] "POST /Farmacia/faces/pages/products.xhtml HTTP/1.1" 200 24014
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:47:59 -0300] "GET /Farmacia/faces/pages/providers.xhtml HTTP/1.1" 200 20795
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:48:00 -0300] "POST /Farmacia/faces/pages/providers.xhtml HTTP/1.1" 200 502
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:48:00 -0300] "POST /Farmacia/faces/pages/providers.xhtml HTTP/1.1" 200 7269
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:48:01 -0300] "POST /Farmacia/faces/pages/providers.xhtml HTTP/1.1" 200 7269
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:48:21 -0300] "POST /Farmacia/faces/pages/providers.xhtml HTTP/1.1" 200 287
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:48:23 -0300] "GET /Farmacia/faces/pages/products.xhtml HTTP/1.1" 200 23754
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:48:25 -0300] "POST /Farmacia/faces/pages/products.xhtml HTTP/1.1" 200 1323
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:49:17 -0300] "GET /Farmacia/faces/pages/products.xhtml HTTP/1.1" 200 23752
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:49:18 -0300] "POST /Farmacia/faces/pages/products.xhtml HTTP/1.1" 200 1324
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:49:19 -0300] "POST /Farmacia/faces/pages/products.xhtml HTTP/1.1" 200 9735
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:49:20 -0300] "POST /Farmacia/faces/pages/products.xhtml HTTP/1.1" 200 9735
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:49:20 -0300] "POST /Farmacia/faces/pages/products.xhtml HTTP/1.1" 200 9735
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:49:20 -0300] "POST /Farmacia/faces/pages/products.xhtml HTTP/1.1" 200 9735
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:49:22 -0300] "POST /Farmacia/faces/pages/products.xhtml HTTP/1.1" 200 9735
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:49:22 -0300] "POST /Farmacia/faces/pages/products.xhtml HTTP/1.1" 200 9735
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:49:22 -0300] "POST /Farmacia/faces/pages/products.xhtml HTTP/1.1" 200 9735
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:49:23 -0300] "POST /Farmacia/faces/pages/products.xhtml HTTP/1.1" 200 9735
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:49:23 -0300] "POST /Farmacia/faces/pages/products.xhtml HTTP/1.1" 200 9735
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:49:23 -0300] "POST /Farmacia/faces/pages/products.xhtml HTTP/1.1" 200 287
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:49:25 -0300] "POST /Farmacia/faces/pages/products.xhtml HTTP/1.1" 200 1091
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:49:27 -0300] "POST /Farmacia/faces/pages/products.xhtml HTTP/1.1" 200 211
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:49:28 -0300] "POST /Farmacia/faces/pages/products.xhtml HTTP/1.1" 200 676
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:49:28 -0300] "POST /Farmacia/faces/pages/products.xhtml HTTP/1.1" 200 211
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:50:50 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 200 7651
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:52:18 -0300] "GET /Farmacia/faces/pages/products.xhtml HTTP/1.1" 200 23747
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:52:38 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 200 7651
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:55:06 -0300] "GET /Farmacia/faces/pages/products.xhtml HTTP/1.1" 200 23742
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:55:07 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 200 7635
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:55:33 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 200 7624
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:55:55 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 200 7635
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:56:05 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 200 7631
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:56:23 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 200 7637
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:57:43 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 200 7734
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:58:36 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 200 7751
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:58:48 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 200 7730
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:58:55 -0300] "GET /Farmacia/ HTTP/1.1" 200 8321
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:58:55 -0300] "GET /Farmacia/faces/javax.faces.resource/style.css;jsessionid=B7D6EB3BDF07F82CBBABD95C267016B8?ln=css HTTP/1.1" 200 270
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:58:55 -0300] "GET /Farmacia/faces/javax.faces.resource/layout/layout.css;jsessionid=B7D6EB3BDF07F82CBBABD95C267016B8?ln=primefaces&v=4.0 HTTP/1.1" 200 542
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:58:55 -0300] "GET /Farmacia/faces/javax.faces.resource/jquery/jquery.js;jsessionid=B7D6EB3BDF07F82CBBABD95C267016B8?ln=primefaces&v=4.0 HTTP/1.1" 200 105493
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:58:55 -0300] "GET /Farmacia/faces/javax.faces.resource/jquery/jquery-plugins.js;jsessionid=B7D6EB3BDF07F82CBBABD95C267016B8?ln=primefaces&v=4.0 HTTP/1.1" 200 220747
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:58:55 -0300] "GET /Farmacia/faces/javax.faces.resource/primefaces.js;jsessionid=B7D6EB3BDF07F82CBBABD95C267016B8?ln=primefaces&v=4.0 HTTP/1.1" 200 277201
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:58:55 -0300] "GET /Farmacia/faces/javax.faces.resource/layout/layout.js;jsessionid=B7D6EB3BDF07F82CBBABD95C267016B8?ln=primefaces&v=4.0 HTTP/1.1" 200 87653
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:58:55 -0300] "GET /Farmacia/faces/javax.faces.resource/scripts.js;jsessionid=B7D6EB3BDF07F82CBBABD95C267016B8?ln=js HTTP/1.1" 200 254
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:58:55 -0300] "GET /Farmacia/faces/javax.faces.resource/primefaces.css;jsessionid=B7D6EB3BDF07F82CBBABD95C267016B8?ln=primefaces&v=4.0 HTTP/1.1" 200 53386
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:59:02 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 200 7732
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:59:48 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 200 7715
0:0:0:0:0:0:0:1 - - [11/Apr/2020:10:01:10 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 200 7649
0:0:0:0:0:0:0:1 - - [11/Apr/2020:10:01:27 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 200 7647
0:0:0:0:0:0:0:1 - - [11/Apr/2020:10:01:47 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 200 7649
0:0:0:0:0:0:0:1 - - [11/Apr/2020:10:01:58 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 200 7647
127.0.0.1 - - [11/Apr/2020:11:37:34 -0300] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [11/Apr/2020:11:37:36 -0300] "GET /Farmacia/ HTTP/1.1" 200 8238
0:0:0:0:0:0:0:1 - - [11/Apr/2020:11:37:36 -0300] "GET /Farmacia/faces/javax.faces.resource/style.css;jsessionid=98F930A811DB8F50D9C552240CF65BEA?ln=css HTTP/1.1" 200 270
0:0:0:0:0:0:0:1 - - [11/Apr/2020:11:37:36 -0300] "GET /Farmacia/faces/javax.faces.resource/theme.css?ln=primefaces-dot-luv HTTP/1.1" 200 18513
0:0:0:0:0:0:0:1 - - [11/Apr/2020:11:37:36 -0300] "GET /Farmacia/faces/javax.faces.resource/layout/layout.css;jsessionid=98F930A811DB8F50D9C552240CF65BEA?ln=primefaces&v=4.0 HTTP/1.1" 200 542
0:0:0:0:0:0:0:1 - - [11/Apr/2020:11:37:36 -0300] "GET /Farmacia/faces/javax.faces.resource/jquery/jquery.js;jsessionid=98F930A811DB8F50D9C552240CF65BEA?ln=primefaces&v=4.0 HTTP/1.1" 200 105493
0:0:0:0:0:0:0:1 - - [11/Apr/2020:11:37:36 -0300] "GET /Farmacia/faces/javax.faces.resource/primefaces.css;jsessionid=98F930A811DB8F50D9C552240CF65BEA?ln=primefaces&v=4.0 HTTP/1.1" 200 53386
0:0:0:0:0:0:0:1 - - [11/Apr/2020:11:37:36 -0300] "GET /Farmacia/faces/javax.faces.resource/jquery/jquery-plugins.js;jsessionid=98F930A811DB8F50D9C552240CF65BEA?ln=primefaces&v=4.0 HTTP/1.1" 200 220747
0:0:0:0:0:0:0:1 - - [11/Apr/2020:11:37:36 -0300] "GET /Farmacia/faces/javax.faces.resource/primefaces.js;jsessionid=98F930A811DB8F50D9C552240CF65BEA?ln=primefaces&v=4.0 HTTP/1.1" 200 277201
0:0:0:0:0:0:0:1 - - [11/Apr/2020:11:37:36 -0300] "GET /Farmacia/faces/javax.faces.resource/layout/layout.js;jsessionid=98F930A811DB8F50D9C552240CF65BEA?ln=primefaces&v=4.0 HTTP/1.1" 200 87653
0:0:0:0:0:0:0:1 - - [11/Apr/2020:11:37:36 -0300] "GET /Farmacia/faces/javax.faces.resource/scripts.js;jsessionid=98F930A811DB8F50D9C552240CF65BEA?ln=js HTTP/1.1" 200 254
0:0:0:0:0:0:0:1 - - [11/Apr/2020:11:37:37 -0300] "GET /Farmacia/faces/javax.faces.resource/images/ui-bg_gloss-wave_20_111111_500x100.png?ln=primefaces-dot-luv HTTP/1.1" 200 2103
0:0:0:0:0:0:0:1 - - [11/Apr/2020:11:37:37 -0300] "GET /Farmacia/faces/javax.faces.resource/images/ui-icons_9ccdfc_256x240.png?ln=primefaces-dot-luv HTTP/1.1" 200 5355
0:0:0:0:0:0:0:1 - - [11/Apr/2020:11:37:45 -0300] "GET /Farmacia/ HTTP/1.1" 200 7647
0:0:0:0:0:0:0:1 - - [11/Apr/2020:11:39:10 -0300] "GET /Farmacia/faces/pages/providers.xhtml HTTP/1.1" 200 20790
0:0:0:0:0:0:0:1 - - [11/Apr/2020:11:39:14 -0300] "POST /Farmacia/faces/pages/providers.xhtml HTTP/1.1" 200 501
0:0:0:0:0:0:0:1 - - [11/Apr/2020:11:39:18 -0300] "POST /Farmacia/faces/pages/providers.xhtml HTTP/1.1" 200 7268
0:0:0:0:0:0:0:1 - - [11/Apr/2020:11:39:22 -0300] "POST /Farmacia/faces/pages/providers.xhtml HTTP/1.1" 200 7268
0:0:0:0:0:0:0:1 - - [11/Apr/2020:11:39:23 -0300] "POST /Farmacia/faces/pages/providers.xhtml HTTP/1.1" 200 7268
0:0:0:0:0:0:0:1 - - [11/Apr/2020:11:39:25 -0300] "POST /Farmacia/faces/pages/providers.xhtml HTTP/1.1" 200 286
0:0:0:0:0:0:0:1 - - [11/Apr/2020:11:39:26 -0300] "POST /Farmacia/faces/pages/providers.xhtml HTTP/1.1" 200 431
0:0:0:0:0:0:0:1 - - [11/Apr/2020:11:39:27 -0300] "POST /Farmacia/faces/pages/providers.xhtml HTTP/1.1" 200 210
0:0:0:0:0:0:0:1 - - [11/Apr/2020:11:39:28 -0300] "POST /Farmacia/faces/pages/providers.xhtml HTTP/1.1" 200 501
0:0:0:0:0:0:0:1 - - [11/Apr/2020:11:39:34 -0300] "POST /Farmacia/faces/pages/providers.xhtml HTTP/1.1" 200 286
0:0:0:0:0:0:0:1 - - [11/Apr/2020:11:39:36 -0300] "GET /Farmacia/faces/pages/products.xhtml HTTP/1.1" 200 23747
0:0:0:0:0:0:0:1 - - [11/Apr/2020:11:39:37 -0300] "POST /Farmacia/faces/pages/products.xhtml HTTP/1.1" 200 1090
0:0:0:0:0:0:0:1 - - [11/Apr/2020:11:39:39 -0300] "POST /Farmacia/faces/pages/products.xhtml HTTP/1.1" 200 210
0:0:0:0:0:0:0:1 - - [11/Apr/2020:11:39:40 -0300] "POST /Farmacia/faces/pages/products.xhtml HTTP/1.1" 200 671
0:0:0:0:0:0:0:1 - - [11/Apr/2020:11:39:41 -0300] "POST /Farmacia/faces/pages/products.xhtml HTTP/1.1" 200 210
0:0:0:0:0:0:0:1 - - [11/Apr/2020:11:39:42 -0300] "POST /Farmacia/faces/pages/products.xhtml HTTP/1.1" 200 1323
0:0:0:0:0:0:0:1 - - [11/Apr/2020:11:39:51 -0300] "POST /Farmacia/faces/pages/products.xhtml HTTP/1.1" 200 286
0:0:0:0:0:0:0:1 - - [11/Apr/2020:11:40:06 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 200 7649
